longitude,latitude
9.994020896975204,53.57977548067944
10.046430483970784,53.58648358128511
10.194534825349685,53.60514309189015
10.013173578725194,53.50037719533832
10.04641699347304,53.58740595685407
9.993954470608577,53.57959120322645
10.149801798018627,53.529640644421455
10.046248488459018,53.58667622011673
10.1497605640691,53.5274838073577
9.99384003719023,53.58312277134168
10.097847923643457,53.59355076003132
9.969574783576856,53.57656242737983
9.988591687115072,53.58172232763953
10.047792245041595,53.56196203484948
9.981815052750118,53.458381873004654
10.046467694145337,53.58747997119791
9.993718589198847,53.58314194903515
9.971093885430871,53.56781692309708
9.991526460975408,53.588416319421874
10.046293531446445,53.5873697698332
9.861706185799822,53.607168654303216
9.993956043043625,53.58325227602636
9.946997895168073,53.55120511098365
10.121316456966806,53.59519564340559
9.993898858293166,53.58329299157757
10.194909167991556,53.60540913724557
9.988422204934093,53.58546221504327
9.947098553453207,53.5513981336698
10.046104442074936,53.586560008476994
10.211821680897293,53.50404344872764
9.947216693292324,53.55137798020315
9.956382011871192,53.54972512233866
10.053305161812611,53.55721491516337
9.993802276517709,53.58330426643865
9.99143199491135,53.58838269461383
10.042013770585564,53.58834794567529
10.303665798894832,53.4408896948668
10.21055757660381,53.50390747637503
9.981733720495727,53.45838982405866
9.974619775,53.589529475
10.210585366666667,53.50387953333333
10.04241265,53.565386375
10.303680175,53.440886074999995
